# pos	patient1-5371622	patient2-5371623	patient3-5371624	patient4-5371625	patient5-5371626	patient6-5371627	patient7-5371628	patient8-5371629	patient9-5371630	patient10-5371631	patient11-5371632	patient12-5371633	patient13-5371634	patient14-5371635	patient15-5371636	patient16-5371637	patient17-5371638	patient18-5371639	patient19-5371640	patient20-5371641	patient21-5371642	patient22-5371643	patient23-5371644	patient24-5371645
225	8827	9442	2382	2724	1358	1370	266	330	9261	9562	3104	3339	2381	2337	927	1004	3413	3526	971	1171	4024	4206	1180	1488
226	8828	9444	2378	2740	1358	1370	266	331	9280	9589	3127	3357	2381	2337	927	1004	3414	3523	980	1182	4048	4234	1179	1488
227	8830	9446	2385	2748	1358	1370	266	339	9281	9616	3133	3369	2381	2336	926	1004	3441	3539	985	1183	4048	4234	1177	1487
228	8829	9445	2388	2748	1413	1433	273	340	9276	9616	3136	3367	2381	2336	926	1004	3444	3539	984	1183	4072	4234	1179	1487
229	8833	9429	2397	2767	1414	1433	272	340	9281	9626	3148	3395	2379	2336	926	1004	3449	3545	987	1189	4083	4254	1187	1524
230	8835	9429	2396	2767	1418	1433	272	340	9263	9605	3150	3398	2377	2336	926	1004	3454	3552	988	1191	4079	4255	1185	1524
231	8833	9427	2400	2774	1419	1433	272	340	9264	9587	3147	3399	2376	2336	929	1010	3458	3556	989	1195	4086	4261	1193	1534
232	8833	9428	2408	2784	1419	1434	276	345	9292	9614	3157	3421	2376	2336	929	1019	3452	3558	1004	1226	4118	4271	1207	1552
233	8830	9429	2410	2805	1421	1435	276	346	9287	9608	3164	3432	2375	2336	930	1032	3452	3563	1004	1231	4122	4267	1207	1553
234	8836	9419	2419	2806	1423	1434	276	346	9311	9631	3164	3428	2374	2522	929	1046	3450	3569	1009	1233	4101	4239	1204	1549
235	8835	9422	2423	2812	1424	1435	277	346	9311	9632	3160	3424	2374	2523	929	1048	3450	3569	1009	1236	4104	4249	1203	1549
236	8826	9413	2424	2814	1424	1436	276	348	9322	9628	3178	3445	2374	2527	929	1049	3448	3573	1009	1239	4122	4248	1204	1556
237	8823	9412	2433	2830	1425	1436	275	348	9354	9651	3183	3449	2373	2529	929	1052	3448	3574	1009	1241	4136	4249	1204	1571
238	8823	9417	2439	2833	1425	1440	275	348	9371	9660	3193	3449	2372	2537	929	1055	3448	3579	1009	1242	4135	4249	1207	1577
239	8813	9416	2443	2845	1424	1441	275	347	9399	9682	3211	3448	2372	2547	929	1058	3474	3612	1017	1254	4180	4258	1217	1588
240	8808	9416	2436	2842	1422	1441	271	347	9429	9713	3217	3449	2372	2548	925	1058	3470	3620	1018	1263	4186	4261	1218	1596
241	8799	9410	2442	2857	1422	1442	271	347	9441	9729	3217	3449	2370	2549	925	1059	3473	3624	1014	1261	4169	4268	1214	1593
242	8811	9410	2432	2858	1428	1442	270	347	9465	9735	3214	3453	2369	2551	921	1059	3471	3626	1007	1261	4165	4270	1211	1600
243	8805	9410	2404	2858	1421	1446	264	371	9437	9734	3202	3539	2360	2551	913	1059	3463	3625	988	1265	4153	4270	1199	1600
244	8799	9411	2398	2859	1418	1446	262	371	9451	9747	3201	3544	2303	2486	903	1048	3458	3625	983	1265	4154	4272	1195	1600
245	8799	9411	2395	2857	1418	1446	261	371	9434	9746	3204	3549	2299	2486	901	1048	3451	3620	980	1265	4148	4264	1192	1599
246	8808	9411	2391	2855	1417	1446	261	371	9430	9760	3204	3562	2279	2481	898	1045	3447	3620	983	1269	4148	4263	1190	1598
247	8801	9410	2386	2855	1412	1446	259	373	9429	9759	3194	3563	2279	2481	898	1051	3451	3619	984	1273	4148	4263	1185	1601
248	8801	9426	2381	2857	1408	1442	256	373	9426	9755	3194	3563	2279	2484	898	1053	3443	3619	981	1272	4154	4289	1182	1606
249	8798	9425	2378	2858	1422	1442	260	380	9428	9752	3189	3570	2279	2485	898	1053	3441	3618	974	1271	4150	4290	1179	1609
250	8795	9425	2370	2857	1422	1442	259	380	9446	9778	3187	3577	2279	2486	898	1053	3437	3616	970	1277	4143	4290	1177	1609
251	8782	9425	2365	2855	1421	1442	259	380	9410	9787	3181	3576	2279	2487	898	1053	3432	3633	958	1277	4147	4338	1176	1613
252	8766	9437	2355	2852	1401	1424	255	380	9427	9794	3178	3580	2265	2486	894	1053	3433	3639	954	1282	4150	4336	1177	1610
253	8756	9439	2348	2855	1400	1484	255	391	9423	9793	3169	3578	2262	2487	894	1052	3430	3639	952	1282	4144	4339	1174	1610
254	8756	9437	2345	2853	1407	1489	253	391	9423	9794	3159	3577	2260	2488	894	1052	3426	3639	947	1282	4140	4348	1174	1609
255	8752	9435	2336	2849	1405	1489	253	391	9387	9793	3149	3577	2253	2488	894	1052	3420	3640	944	1282	4131	4352	1170	1606
256	8657	9424	2305	2842	1375	1490	250	391	9267	9785	3099	3573	2219	2483	886	1050	3379	3638	931	1280	4053	4332	1161	1601
257	8636	9433	2300	2843	1372	1489	251	391	9255	9813	3096	3578	2208	2483	881	1050	3367	3638	928	1280	4063	4332	1161	1601
258	8579	9423	2290	2838	1363	1489	250	391	9182	9808	3072	3581	2184	2483	877	1050	3333	3635	925	1280	4027	4324	1154	1599
259	8512	9419	2276	2837	1347	1491	249	391	9062	9800	3040	3579	2157	2479	874	1047	3275	3631	917	1279	3993	4316	1150	1595
260	8496	9417	2275	2837	1345	1491	249	391	9041	9816	3038	3582	2149	2478	874	1047	3267	3630	914	1279	3980	4314	1151	1595
261	8388	9381	2256	2824	1324	1490	241	380	8881	9801	3010	3569	2124	2474	870	1043	3206	3613	908	1271	3943	4310	1150	1594
262	8375	9379	2255	2823	1321	1490	240	380	8881	9800	3011	3568	2119	2474	870	1042	3200	3613	906	1271	3911	4292	1145	1591
263	8350	9361	2249	2818	1315	1490	241	380	8834	9798	3005	3572	2107	2473	870	1041	3189	3611	904	1268	3900	4281	1145	1585
264	8338	9362	2244	2819	1315	1489	240	381	8842	9813	3006	3572	2104	2472	869	1041	3169	3583	900	1263	3890	4281	1144	1595
265	8313	9364	2239	2819	1310	1489	240	381	8806	9816	3004	3576	2099	2471	869	1041	3151	3572	898	1263	3867	4283	1145	1587
266	8285	9355	2236	2817	1307	1489	239	375	8764	9813	2998	3578	2093	2470	868	1040	3129	3572	898	1262	3844	4273	1144	1585
267	8197	9322	2223	2803	1292	1489	239	375	8677	9840	2991	3584	1976	2468	865	1037	3017	3556	896	1254	3762	4203	1143	1575
268	7944	9240	2214	2799	1265	1488	239	374	8593	9814	2976	3573	1893	2466	862	1033	2745	3500	895	1247	3606	4073	1140	1566
269	7488	9155	2199	2785	1149	1474	238	374	8424	9783	2966	3569	1889	2366	862	1020	2578	3470	897	1243	3485	4028	1143	1554
270	7428	9029	2193	2765	1147	1453	241	372	8050	9747	2945	3567	1889	2223	862	998	2572	3429	897	1237	3528	3954	1147	1543
271	7435	9047	2196	2770	1128	1448	241	372	7433	9598	2908	3549	1889	2183	862	995	2575	3425	897	1240	3589	4011	1159	1553
272	7443	9059	2195	2774	1125	1449	242	374	7504	9607	2938	3562	1889	2183	884	1029	2626	3457	898	1249	3721	4073	1182	1572
273	7433	9074	2185	2776	1089	1448	242	376	7512	9636	2932	3568	1927	2183	889	1029	2633	3458	897	1248	3747	4110	1184	1579
274	7441	9066	2184	2784	1059	1446	239	376	7510	9664	2926	3569	1927	2187	925	1083	2631	3481	899	1250	3811	4099	1189	1581
275	7451	9053	2175	2785	1036	1437	238	376	7510	9655	2920	3569	1928	2187	926	1083	2628	3480	896	1249	3808	4099	1189	1580
276	7455	9065	2177	2786	1035	1437	238	376	7559	9657	2925	3573	1928	2187	926	1083	2620	3439	893	1238	3815	4101	1195	1587
277	7464	9087	2170	2786	1044	1446	240	377	7751	9801	2959	3597	1928	2187	926	1083	2706	3431	908	1253	3865	4131	1203	1598
278	7474	9102	2171	2789	1040	1446	239	376	7757	9818	2962	3607	1928	2188	926	1083	2732	3441	914	1256	3893	4155	1208	1606
279	7472	9108	2171	2792	1037	1447	239	376	7771	9799	2971	3615	1928	2188	926	1083	2750	3442	922	1263	3907	4159	1210	1609
280	7515	9140	2170	2791	1034	1427	239	369	7802	9788	2974	3612	1928	2188	926	1083	2788	3447	924	1266	3969	4210	1217	1615
281	7506	9130	2168	2791	1028	1429	239	371	7812	9823	2976	3616	1930	2188	927	1083	2787	3460	927	1267	3976	4207	1216	1622
282	7514	9136	2170	2788	1025	1430	243	371	7815	9823	2981	3616	1930	2188	927	1083	2773	3460	927	1270	4043	4240	1230	1627
283	7491	9137	2160	2786	1005	1430	243	371	7741	9813	2974	3613	1930	2188	927	1083	2773	3453	929	1272	4033	4241	1231	1633
284	7480	9149	2161	2787	1006	1427	243	371	7760	9816	2975	3613	1930	2194	927	1083	2816	3472	937	1276	4060	4280	1238	1636
285	7446	9144	2154	2785	1005	1427	243	371	7695	9800	2967	3612	1947	2213	930	1087	2824	3469	938	1277	4040	4280	1236	1636
286	7394	9138	2138	2785	1006	1425	243	371	7675	9792	2961	3614	1947	2213	930	1087	2816	3469	935	1277	4037	4281	1237	1635
287	7375	9133	2134	2785	992	1424	244	371	7647	9788	2961	3614	1947	2213	930	1087	2827	3474	936	1280	4044	4282	1239	1635
288	7387	9133	2136	2789	992	1424	244	371	7661	9794	2968	3618	1947	2225	930	1094	2821	3479	931	1283	4099	4311	1252	1658
289	7359	9128	2127	2787	992	1424	247	377	7622	9792	2961	3619	1947	2225	930	1094	2815	3482	921	1275	4102	4310	1245	1647
290	7356	9099	2115	2780	993	1424	247	376	7604	9799	2952	3616	1948	2265	930	1094	2850	3519	925	1277	4111	4370	1251	1655
291	7357	9098	2115	2779	994	1424	247	376	7603	9818	2954	3617	1948	2266	930	1095	2848	3486	927	1274	4110	4370	1256	1658
292	7395	9118	2116	2782	994	1424	247	376	7610	9826	2958	3626	1948	2266	930	1095	2844	3488	926	1274	4122	4372	1264	1664
293	7401	9117	2098	2779	994	1424	247	376	7632	9842	2968	3638	1948	2266	930	1095	2857	3492	932	1278	4152	4402	1279	1693
294	7368	9127	2088	2774	995	1424	247	376	7624	9853	2960	3633	1948	2266	931	1095	2856	3492	931	1278	4136	4434	1270	1685
295	7277	9110	2058	2767	991	1424	247	375	7584	9859	2948	3636	1948	2267	931	1095	2851	3492	928	1279	4130	4439	1276	1693
296	7274	9105	2052	2763	990	1424	246	375	7571	9860	2941	3635	1949	2267	931	1094	2852	3494	922	1273	4131	4435	1275	1699
297	7155	9074	2037	2759	989	1423	245	375	7466	9851	2936	3633	1949	2268	931	1094	2850	3492	920	1273	4132	4421	1279	1700
298	7137	9076	2021	2756	989	1423	245	375	7457	9881	2926	3634	1949	2268	931	1094	2855	3509	920	1265	4143	4427	1279	1695
299	7123	9071	2009	2754	1014	1423	248	375	7448	9891	2926	3635	1949	2267	931	1094	2854	3509	921	1264	4153	4426	1279	1694
300	7040	9052	2004	2749	1001	1423	247	375	7479	9910	2928	3639	1949	2267	931	1094	2895	3534	931	1271	4181	4458	1285	1703
301	6689	8994	1969	2743	1003	1423	246	375	7330	9914	2910	3657	1948	2267	931	1094	2874	3527	931	1269	4137	4433	1285	1700
302	6705	9023	1972	2744	1006	1427	246	375	7326	9919	2920	3652	1948	2267	931	1094	2894	3543	931	1271	4207	4461	1294	1709
303	6723	9054	1974	2758	1007	1427	245	375	7348	9933	2928	3654	1947	2269	931	1094	2924	3561	936	1274	4205	4468	1287	1704
304	6694	9034	1967	2752	1008	1427	245	375	7367	9934	2928	3656	1947	2269	931	1094	2855	3439	911	1237	4205	4472	1287	1705
305	6674	9027	1964	2756	1008	1427	245	375	7363	9952	2926	3670	1947	2268	931	1094	2860	3419	911	1234	4217	4474	1288	1707
306	6631	9012	1958	2751	1007	1427	245	375	7376	9988	2938	3670	1944	2268	931	1094	2861	3424	910	1233	4219	4474	1286	1707
307	6606	8981	1950	2744	1006	1425	245	375	7332	9956	2940	3662	1943	2269	931	1094	2865	3424	911	1233	4231	4491	1284	1707
308	6583	8965	1946	2741	1008	1425	245	375	7340	9959	2947	3668	1942	2269	931	1094	2890	3389	917	1231	4257	4538	1294	1723
309	6479	8920	1924	2732	1006	1425	244	375	7276	9946	2941	3664	1843	2166	911	1094	2888	3379	911	1223	4254	4539	1293	1723
310	6477	8927	1923	2734	1004	1425	243	375	7281	9955	2938	3668	1842	2166	911	1094	2927	3363	919	1220	4232	4499	1292	1719
311	6192	8846	1876	2710	1000	1424	242	378	7195	9945	2920	3670	1842	2158	911	1074	2927	3364	911	1221	4203	4521	1293	1726
312	6176	8854	1870	2712	1005	1461	242	381	7222	9968	2921	3662	1842	2158	909	1074	2947	3402	909	1224	4214	4529	1294	1727
313	6129	8850	1858	2711	1004	1458	241	379	7216	9964	2921	3661	1842	2158	909	1073	2946	3401	908	1224	4215	4543	1294	1728
314	6104	8835	1847	2708	1015	1470	245	383	7223	9991	2909	3651	1842	2158	909	1073	2942	3400	909	1222	4212	4543	1294	1728
315	6053	8817	1843	2706	1005	1470	245	384	7184	9991	2905	3653	1842	2158	909	1073	2932	3391	908	1220	4211	4545	1291	1729
316	6041	8821	1843	2708	1006	1471	245	384	7209	9970	2912	3649	1842	2158	909	1073	2944	3406	908	1224	4195	4560	1292	1739
317	6000	8793	1850	2707	1010	1471	245	384	7215	9989	2907	3645	1842	2157	909	1074	2936	3412	905	1219	4240	4607	1298	1746
318	5883	8763	1839	2703	1009	1472	244	384	7169	9970	2895	3637	1842	2157	909	1074	2920	3403	902	1219	4221	4539	1295	1730
319	5611	8702	1812	2693	1008	1472	243	384	7135	9991	2890	3636	1841	2194	909	1079	2833	3396	893	1217	4145	4529	1290	1730
320	5296	8605	1784	2671	932	1472	244	383	7027	9978	2877	3627	1840	2194	908	1079	2796	3381	892	1211	4149	4531	1289	1730
321	5304	8604	1781	2669	933	1472	244	383	7032	9962	2866	3617	1840	2194	908	1079	2789	3408	892	1214	4152	4531	1289	1730
322	5306	8552	1757	2650	933	1472	244	383	7015	9947	2850	3600	1840	2194	908	1079	2781	3429	882	1217	4151	4530	1289	1729
323	5267	8527	1747	2654	933	1471	242	383	6990	9930	2833	3595	1840	2194	908	1079	2735	3422	881	1220	4146	4529	1287	1728
324	5269	8517	1741	2652	934	1471	243	383	6992	9930	2836	3598	1840	2195	908	1079	2751	3435	885	1220	4147	4529	1289	1728
325	5234	8500	1737	2651	935	1467	243	383	6961	9927	2830	3596	1839	2195	908	1079	2726	3399	881	1214	4145	4518	1288	1738
326	5238	8496	1733	2653	935	1467	243	383	6925	9952	2831	3602	1847	2194	908	1078	2710	3399	880	1215	4170	4593	1292	1741
327	5231	8470	1730	2644	935	1467	244	383	6912	9920	2813	3576	1847	2194	908	1078	2703	3409	873	1211	4179	4591	1288	1737
328	5140	8329	1697	2573	922	1465	243	383	6836	9855	2808	3563	1845	2193	908	1078	2708	3387	871	1210	4165	4586	1287	1743
329	5051	8222	1690	2547	921	1465	239	383	6732	9830	2810	3545	1844	2193	908	1078	2684	3346	870	1199	4134	4584	1288	1740
330	5020	8174	1676	2530	919	1464	239	383	6729	9844	2807	3550	1844	2193	908	1078	2682	3343	871	1201	4135	4585	1288	1740
331	5001	8104	1673	2511	919	1471	239	386	6714	9843	2798	3531	1843	2193	908	1078	2675	3326	870	1195	4146	4601	1286	1714
332	5012	8110	1652	2506	919	1477	239	384	6710	9841	2771	3531	1843	2193	907	1078	2677	3323	866	1195	4148	4605	1252	1712
333	4982	8064	1637	2485	919	1482	237	384	6692	9795	2746	3504	1842	2192	907	1077	2687	3322	861	1190	4151	4592	1252	1710
334	4886	8027	1628	2472	913	1482	238	387	6686	9799	2729	3495	1842	2191	907	1077	2690	3300	861	1186	4150	4601	1251	1712
335	4782	7904	1600	2433	912	1480	238	388	6652	9778	2709	3477	1842	2190	907	1077	2676	3280	859	1192	4121	4566	1246	1705
336	4738	7847	1582	2421	910	1485	237	388	6634	9840	2703	3475	1840	2187	906	1077	2672	3288	860	1193	4105	4590	1249	1710
337	4648	7781	1570	2411	865	1431	234	381	6558	9787	2695	3477	1839	2185	906	1077	2658	3250	859	1187	4080	4567	1238	1702
338	4298	7085	1516	2190	859	1311	232	332	6264	9284	2674	3263	1760	1994	893	1001	2573	3083	850	1097	4002	4456	1216	1636
339	4225	6946	1393	2128	853	1310	209	332	6166	9225	2481	3216	1759	1993	851	1001	2548	3031	802	1077	3992	4431	1168	1601
340	4085	6831	1374	2105	853	1336	209	335	6038	9067	2445	3159	1751	1988	786	935	2532	2986	786	1058	3992	4473	1152	1587
341	4048	6763	1362	2089	852	1338	208	335	5988	8988	2440	3128	1749	1981	786	882	2491	2919	784	1037	3933	4434	1143	1574
342	4043	6743	1349	2086	852	1338	208	340	5975	8962	2412	3119	1747	1981	748	882	2487	2901	768	1033	3922	4435	1131	1571
343	4026	6709	1339	2070	871	1358	211	340	5910	8936	2389	3097	1747	1980	737	871	2482	2898	770	1033	3919	4426	1130	1571
344	3932	6660	1320	2065	869	1356	211	340	5837	8921	2380	3093	1746	1978	736	871	2473	2895	764	1032	3901	4426	1122	1563
345	3916	6597	1299	2039	833	1316	207	336	5809	8826	2351	3048	1743	1977	735	871	2437	2828	756	1021	3898	4395	1085	1509
346	3975	6583	1310	2034	850	1336	210	341	5774	8743	2297	2981	1800	1977	744	871	2432	2768	734	996	3947	4447	1081	1512
347	3965	6473	1301	1990	850	1349	210	345	5688	8617	2297	2920	1797	1975	740	871	2359	2683	728	980	3801	4259	1072	1465
348	3934	6298	1259	1927	851	1358	210	346	5673	8447	2222	2865	1797	1974	739	869	2347	2687	710	966	3729	4131	1003	1399
349	3872	6170	1228	1886	846	1355	209	346	5550	8184	2176	2786	1765	1969	672	783	2242	2574	681	924	3679	4149	986	1385
350	3783	6007	1210	1864	845	1352	209	346	5511	8134	2167	2767	1763	1969	670	783	2235	2591	678	912	3650	4097	976	1382
351	3757	5946	1191	1851	842	1352	209	346	5470	8112	2147	2751	1751	1969	666	783	2226	2574	664	911	3639	4088	974	1375
352	3681	5744	1169	1810	843	1350	209	346	5364	7884	2078	2663	1751	1832	665	754	2214	2560	657	904	3634	4062	962	1348
353	3670	5718	1161	1791	844	1336	209	343	5294	7781	2031	2592	1741	1829	665	754	2214	2556	652	899	3632	4061	964	1351
354	3653	5637	1152	1767	844	1336	209	344	5162	7599	1986	2542	1740	1829	663	754	2207	2521	653	899	3575	4059	961	1345
355	3622	5574	1133	1739	844	1336	210	345	5147	7494	1961	2499	1739	1828	663	754	2195	2519	659	900	3489	4076	958	1342
356	3521	5541	1127	1739	839	1336	210	345	5101	7446	1958	2486	1735	1827	661	754	2157	2501	659	897	3476	4090	955	1347
357	3390	5283	1097	1662	770	1247	210	322	4900	6899	1921	2278	1722	1827	656	754	2138	2474	650	882	3404	3976	938	1312
358	3227	4988	1052	1565	769	1245	191	309	4672	6446	1769	2087	1639	1754	638	754	2114	2392	640	861	3351	3944	921	1269
359	3212	4967	1024	1557	769	1246	178	308	4625	6296	1647	2049	1634	1751	636	740	2117	2410	634	861	3350	3942	902	1267
360	3157	4788	970	1481	760	1179	175	293	4488	5829	1525	1863	1626	1751	634	731	2103	2326	627	838	3356	3844	867	1191
361	3064	4747	954	1473	756	1177	175	290	4478	5787	1520	1848	1492	1750	623	731	2057	2273	620	831	3363	3842	869	1191
362	3078	4753	956	1472	756	1177	175	289	4504	5814	1522	1851	1490	1750	623	731	2061	2277	621	833	3367	3845	869	1194
363	3049	4693	956	1450	752	1177	175	289	4491	5751	1522	1837	1487	1750	622	731	2070	2279	619	828	3365	3836	870	1191
364	2905	4511	935	1401	718	1175	174	289	4429	5575	1522	1742	1475	1729	616	725	2033	2225	616	813	3355	3835	865	1185
365	2809	4252	902	1305	702	1080	169	265	4289	5366	1458	1647	1430	1726	609	725	1980	2150	610	770	3275	3680	854	1128
366	2758	3879	872	1210	653	981	160	251	4163	5137	1378	1537	1366	1535	553	645	1996	2105	593	736	3266	3619	828	1087
367	2595	3594	852	1141	618	913	163	241	4049	4929	1367	1435	1396	1532	557	626	1924	1867	593	678	3031	3354	804	1017
368	2599	3568	779	1123	620	912	148	236	4008	4895	1081	1392	1386	1530	537	616	1921	1886	543	679	2973	3295	742	980
369	2608	3550	778	1121	620	910	149	236	3982	4851	1079	1402	1372	1530	537	616	1901	1898	539	684	2965	3308	718	992
370	2536	3304	774	1066	618	906	149	227	3926	4737	1080	1354	1239	1530	525	616	1872	1875	536	658	2861	3187	710	944
371	2168	2490	715	835	610	656	142	172	3814	4498	1070	1272	757	747	492	428	1807	1712	489	574	2666	2690	651	779
372	2088	2342	569	757	603	651	129	169	3753	4227	1063	1213	756	747	361	403	1742	1611	411	526	2602	2617	559	720
373	1807	1671	423	511	547	571	126	151	3637	3973	1060	1164	710	628	283	307	1589	1303	321	387	2391	2380	479	616
374	1788	1650	418	490	549	572	125	151	3574	3902	1056	1137	708	628	283	307	1586	1286	316	387	2394	2364	478	611
375	1760	1611	395	485	548	571	124	151	3562	3900	1032	1135	706	628	283	300	1589	1291	316	381	2393	2364	477	610
376	1748	1545	391	453	547	571	124	151	3538	3856	1030	1123	701	628	282	251	1595	1250	316	360	2346	2302	477	597
377	1678	1447	355	409	493	512	113	139	3422	3588	792	1002	701	628	234	251	1592	1213	311	346	2308	2257	454	579
378	1640	1392	341	385	458	470	104	130	3227	3167	786	862	635	628	217	251	1554	1182	297	326	2285	2240	445	567
379	1644	1389	334	381	455	469	103	130	3201	3059	783	819	631	628	215	251	1554	1181	297	327	2281	2240	445	569
380	1651	1389	335	380	463	469	103	130	3240	3101	803	852	616	628	212	251	1558	1182	297	327	2262	2240	446	569
381	1649	1389	333	380	452	453	103	129	3242	3104	804	853	610	628	207	251	1544	1169	297	324	2265	2241	442	568
382	1641	1365	331	373	469	453	89	110	3275	3124	807	855	604	623	158	199	1558	1169	294	324	2225	2203	435	557
383	1606	1290	325	343	469	424	88	107	3246	2988	806	813	601	623	156	199	1566	1174	296	326	2218	2194	435	547
384	1609	1277	310	338	468	424	87	107	3282	3008	810	814	599	623	156	198	1576	1221	300	332	2219	2195	428	544
385	1602	1267	313	340	468	424	87	107	3297	3004	809	811	693	739	180	225	1575	1221	300	332	2231	2195	429	544
386	1604	1270	313	340	469	424	87	107	3291	2972	812	806	687	739	179	225	1588	1221	300	328	2231	2195	430	545
387	1608	1264	313	328	469	424	87	107	3296	2975	812	801	684	741	179	225	1590	1221	295	329	2232	2169	432	534
388	1618	1252	302	325	471	424	87	107	3301	2967	808	790	681	742	178	225	1581	1215	293	327	2233	2167	424	535
389	1622	1242	302	323	471	424	87	107	3336	2957	813	786	675	742	178	225	1581	1215	291	325	2241	2176	425	536
390	1683	1232	307	325	472	424	87	107	3357	2975	808	773	572	741	173	229	1607	1231	297	326	2245	2182	427	539
391	1685	1232	307	325	472	424	87	105	3365	2996	806	771	534	740	171	229	1607	1232	295	317	2245	2182	426	539
392	1708	1255	309	326	484	424	89	105	3371	3002	811	799	582	791	179	234	1611	1236	294	322	2289	2193	431	541
393	1719	1274	310	328	485	424	89	105	3422	3004	813	793	353	526	131	185	1625	1227	295	316	2302	2205	433	541
394	1711	1259	312	329	485	424	89	105	3444	3020	816	797	353	527	131	186	1627	1232	295	316	2295	2211	430	541
395	1724	1268	312	329	485	424	89	105	3445	3022	818	798	393	529	141	187	1636	1232	297	317	2296	2211	430	541
396	1753	1283	313	330	485	424	89	105	3465	3033	821	801	393	530	141	188	1634	1233	296	317	2304	2212	431	541
397	1758	1284	315	331	485	424	89	105	3477	3050	822	806	393	532	141	188	1630	1233	296	317	2308	2212	429	543
398	1768	1291	318	334	485	424	89	105	3479	3054	826	806	393	534	141	188	1630	1234	298	320	2311	2213	429	543
399	1813	1304	324	335	485	424	89	105	3467	3056	830	810	393	535	141	188	1602	1235	294	320	2334	2218	433	546
400	1818	1305	328	339	487	428	94	115	3480	3064	831	812	393	535	142	189	1606	1242	294	321	2341	2219	434	546
401	1827	1312	329	339	487	428	94	115	3484	3064	831	812	393	535	142	189	1607	1242	294	321	2338	2220	433	546
402	1832	1333	329	343	487	428	94	115	3483	3048	832	809	394	535	142	189	1603	1260	291	324	2335	2220	431	546
403	1849	1393	330	354	488	428	94	115	3486	3053	832	808	395	535	142	189	1607	1298	291	326	2338	2221	433	545
404	1947	1440	353	374	489	429	94	115	3541	3077	848	814	395	535	143	176	1634	1301	294	328	2360	2238	436	557
405	1954	1441	356	378	489	429	94	115	3541	3077	842	812	395	535	143	176	1644	1315	297	329	2358	2237	438	557
406	1989	1475	362	382	489	429	94	115	3563	3084	849	813	395	535	143	176	1640	1312	297	330	2362	2244	438	560
407	1999	1485	363	385	489	429	94	115	3575	3089	852	814	395	589	143	154	1640	1317	298	331	2342	2248	439	562
